Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Bethel College-Indiana,3,4,Private,Great Lakes,Small City,0.7158,24,1047,1579,0.772,0.1248,0.0576,0.0044,0.0019,0.0032,0.0234,0.0108,0.1761,33617,7756,5506,0.98,0.5169,0.6466,0.8407,0.3396,7.1,18275,21883.5,18092,0.939999998,0.560000002,25.73999977,62249.48,54043,6.340000153,77,704,36400,33200
Bethel University,3,4,Private,Great Plains,Large Suburb,0.9485,25,1144,3178,0.8389,0.0579,0.0198,0.0315,0.0006,0.0003,0.0236,0.0038,0.2023,42692,9233,7577,0.4471,0.27,0.7136,0.8504,0.1991,3.6,20500,23950,15000,0.970000029,0.370000005,22.48999977,96452.1,82520,3.880000114,77,1069,45700,41100
Bethel University,3,4,Private,Southeast,Distant Town,0.5103,20,930,5063,0.507,0.3701,0.0138,0.0051,0.0032,0.0012,0.0065,0.0122,0.2157,26864,7006,3935,1,0.607,0.302,0.5556,0.6778,10.2,14531,25000,11504,0.930000007,0.670000017,29.09000015,46908.56,37640.5,10.42000008,87,757,39300,35200
Bethune-Cookman University,3,4,Private,Southeast,Small City,0.666,17,812,3723,0.0223,0.895,0.0282,0.0021,0.0008,0.0027,0.0185,0.0158,0.0304,27017,5978,5838,0.8436,0.7762,0.5505,0.6298,0.0647,16.8,18750,35650,11937.5,0.930000007,0.810000002,20.20000076,40392.46,31109,14.28999996,135,959,27000,23500
Biola University,3,4,Private,Far West,Large Suburb,0.7286,25,1123,4324,0.5481,0.0197,0.1714,0.1589,0.0023,0.0035,0.0624,0.018,0.0333,44573,10435,8924,0.9883,0.3103,0.6819,0.8501,0.0395,2.2,19688,23969,12000,0.970000029,0.430000007,22.20999908,87464.81,71594,7.46999979,167,1043,43000,37600
Birmingham Southern College,3,3,Private,Southeast,Mid-size City,0.6422,26,1177,1181,0.8103,0.094,0.0305,0.039,0.0102,0,0.0076,0,0.0119,44512,9990,7513,0.6479,0.2136,0.6192,0.8037,0.0152,9.9,21500,27000,9500,0.949999988,0.349999994,19.62000084,106237.94,89942.5,7.909999847,27,257,41500,38200
Black Hills State University,3,4,Public,Great Plains,Distant Town,0.8924,21,993,3156,0.8571,0.0105,0.045,0.0051,0.0383,0.0022,0.032,0.006,0.244,15906,5627,6666,0.8645,0.3475,0.3347,0.5934,0.2841,8,13575,25950,9500,0.949999988,0.560000002,22.42000008,54778.12,45782.5,9.329999924,161,1430,34700,31700
Bloomfield College,3,4,Private,Mid-Atlantic,Large Suburb,0.5464,0,835,1906,0.1207,0.5058,0.2162,0.0378,0.0047,0.0026,0.0058,0.0341,0.0782,38858,8103,7807,1,0.6417,0.3642,0.6347,0.2044,10,18500,31000,11000,0.879999995,0.709999979,24.31999969,42126.74,32407,12.64000034,119,789,36800,33600
Bloomsburg University of Pennsylvania,3,4,Public,Mid-Atlantic,Small City,0.8856,21,990,9245,0.8133,0.081,0.0463,0.0088,0.0006,0.0008,0.0184,0.0115,0.0508,21732,8108,8655,0.8296,0.3037,0.6182,0.8063,0.045,6.3,18750,25568,8750,0.939999998,0.439999998,20.23999977,77200.99,72266.5,6.550000191,194,2706,41700,39500
Bluefield State College,3,3,Public,Southeast,Remote Town,0.4267,19,905,1708,0.8501,0.1036,0.0129,0.0023,0.0012,0,0.0047,0.0234,0.1587,14940,5800,6170,1,0.5948,0.2365,0.6012,0.399,26.8,13000,20500,11000,0.709999979,0.810000002,25.86000061,29473.67,21135,16.11000061,394,1477,30500,25700
Boise State University,3,4,Public,Rocky Mountains,Mid-size City,0.7766,23,1050,16557,0.7621,0.0157,0.0912,0.0228,0.0069,0.0042,0.03,0.0368,0.2494,18227,6777,6905,0.5643,0.3715,0.3801,0.7129,0.3182,11.4,16309,24898,11582,0.889999986,0.680000007,24.61000061,45640.12,33780.5,7.199999809,794,4723,37100,33000
Boston College,3,4,Private,New England,Small City,0.3222,32,1375,9465,0.5797,0.0432,0.1055,0.0937,0.0007,0.0003,0.028,0.052,0.0127,58639,18302,13355,0.603,0.1371,0.913,0.9484,0.024,1.4,19000,19000,12042,0.99000001,0.230000004,20.60000038,103787.15,81102,5.929999828,186,2231,78700,61800
Boston University,3,4,Private,New England,Large City,0.4561,28,1279,16460,0.4733,0.0323,0.0928,0.1326,0.0007,0.001,0.0376,0.1586,0.0258,59036,27281,12360,0.6283,0.1487,0.8448,0.9279,0.0317,2,25500,27000,15562.5,0.980000019,0.25,19.95000076,106244,91507,5.769999981,334,4062,60000,53600
Bowdoin College,3,3,Private,New England,Fringe Town,0.1495,32,1423,1789,0.6417,0.047,0.1247,0.0699,0.0011,0.0006,0.062,0.047,0.0006,58200,26266,10803,0.856,0.1376,0.9326,0.9654,0.0028,0.6,18000,19500,10978,0.939999998,0.370000005,19.26000023,111449.46,89780.5,7.429999828,20,281,63000,48600
Bowie State University,3,4,Public,Mid-Atlantic,Large Suburb,0.5176,19,886,4313,0.0227,0.8885,0.0276,0.0141,0.0009,0.0014,0.0276,0.0086,0.1859,18581,6996,7393,0.5182,0.4873,0.3524,0.7023,0.2127,16.1,16500,23320,15500,0.850000024,0.660000026,21.25,57366.51,45228,6.909999847,110,1068,45300,42600
Bowling Green State University-Main Campus,3,4,Public,Great Lakes,Fringe Town,0.7247,22,1009,14161,0.7783,0.1004,0.0409,0.0085,0.0025,0.0011,0.0237,0.0159,0.0588,22416,8529,7669,0.7477,0.343,0.541,0.7012,0.066,11.7,17500,26000,9500,0.959999979,0.5,20.81999969,75338.2,70038,5.980000019,383,5119,38000,35500
Bradley University,3,4,Private,Great Lakes,Mid-size City,0.6694,26,1163,4823,0.79,0.0616,0.0587,0.0344,0.0025,0.001,0.0379,0.0085,0.0425,40330,14790,8424,0.587,0.2681,0.7563,0.8808,0.0429,2.9,23677,27000,10803,0.99000001,0.349999994,20.15999985,93987.58,85839,5.179999828,117,1784,49700,45000
Brandeis University,3,4,Private,New England,Small City,0.3704,30,1347,3603,0.501,0.0516,0.0655,0.1243,0.0006,0,0.028,0.1482,0.0017,58850,14309,11328,0.6667,0.1781,0.8959,0.9303,0.0077,2.4,26000,27000,12000,0.99000001,0.310000002,19.48999977,113024.02,97995,5.699999809,64,605,54600,47400
Brenau University,3,4,Private,Southeast,Small City,0.7829,20,957,1683,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.3624,34107,6630,6737,0.4601,0.5206,0.4554,0.6686,0.5418,5,18638,28956,12500,0.930000007,0.589999974,28.21999931,52547.48,40713,7.690000057,58,570,40600,38100
Bridgewater College,3,3,Private,Southeast,Small Suburb,0.5493,23,1033,1822,0.7914,0.0895,0.0302,0.0082,0.0033,0.0005,0.0417,0.0071,0.0016,41180,5849,6211,0.7622,0.2672,0.5991,0.7627,0.0114,6,19500,27000,7500,0.970000029,0.349999994,19.45000076,91813.53,82400,5.809999943,41,557,38900,37500
Bridgewater State University,3,4,Public,New England,Large Suburb,0.786,22,991,9489,0.8065,0.0771,0.053,0.0187,0.0022,0.0009,0.0259,0.0045,0.1591,19303,5426,8315,1,0.2372,0.5751,0.814,0.147,7.9,19250,24998,11250,0.949999988,0.400000006,21.04000092,77015.48,72560,5.199999809,179,2192,40000,39100
Brigham Young University-Hawaii,3,4,Private,Far West,Fringe Town,0.3604,24,1081,2664,0.3566,0.0034,0.0556,0.036,0.0023,0.0706,0.0867,0.3885,0.0661,14544,11999,8794,1,0.2985,0.4703,0.6132,0.2224,6.9,5780,10000,5500,0.649999976,0.829999983,22.23999977,39733.27,22339,8.659999847,141,453,41400,34100
Brigham Young University-Idaho,3,3,Private,Rocky Mountains,Distant Town,0.9963,23,1036,20208,0.8319,0.0055,0.0323,0.0096,0.0033,0.004,0.0558,0.0412,0.2889,10438,4198,8206,0.4352,0.3881,0.6011,0.6755,0.371,2.9,7725,11966.5,6250,0.680000007,0.870000005,21.27000046,48558.75,31581,7.940000057,1481,3339,39300,33800
Brigham Young University-Provo,3,4,Private,Rocky Mountains,Mid-size City,0.4942,29,1277,27765,0.8344,0.0047,0.0554,0.0198,0.0041,0.006,0.031,0.0323,0.0966,17174,13268,9649,0.7409,0.3578,0.7797,0.8461,0.122,1.3,9260.5,11000,7400,0.540000021,0.889999986,21.70000076,42156.62,20347,8.039999962,2217,6090,55500,47400
Brown University,3,4,Private,New England,Mid-size City,0.0918,32,1425,6182,0.4327,0.0642,0.1084,0.1233,0.0039,0.001,0.0537,0.1166,0.0057,58140,30823,13381,0.8849,0.1444,0.9452,0.9714,0.0112,1.3,15164,16000,11966.5,0.970000029,0.340000004,19.78000069,103616.9,84559,7.269999981,94,803,70400,54400
Bryan College-Dayton,3,4,Private,Southeast,Distant Town,0.3762,23,1053,1209,0.8619,0.0562,0.0149,0.0033,0.0017,0.0033,0.0165,0.0199,0.0877,29489,4331,4166,0.4621,0.3395,0.6154,0.7077,0.309,6.9,9722,18750,8962,0.939999998,0.49000001,25.87000084,62141.47,55458.5,8.300000191,39,279,37800,35400
Bryant University,3,4,Private,New England,Large Suburb,0.7655,25,1137,3263,0.7432,0.042,0.0634,0.042,0.0043,0.0015,0.0003,0.0714,0.0193,50858,8913,12905,0.6122,0.1676,0.8198,0.9026,0.0216,2.5,26706,27000,10125,0.99000001,0.230000004,19.52000046,112373.37,104089,4.679999828,54,1086,59700,57800
Bryn Mawr College,3,4,Private,Mid-Atlantic,Large Suburb,0.3992,30,1334,1316,0.3739,0.0517,0.095,0.1079,0.0015,0,0.0448,0.2249,0.0038,57586,30846,9775,0.8403,0.1861,0.8409,0.9068,0.0226,1.8,22650,25000,12000,0.99000001,0.310000002,20.48999977,91611.46,70896,6.710000038,44,264,48200,46800
Bucknell University,3,4,Private,Mid-Atlantic,Distant Town,0.2951,30,1306,3498,0.787,0.0323,0.0523,0.0366,0.0003,0,0.032,0.0529,0.0029,59090,19054,10168,0.9671,0.1061,0.9076,0.941,0.0065,1.3,25000,27000,13650.5,0.99000001,0.280000001,19.42000008,121378.65,102976,4.769999981,31,627,62200,54800
Buena Vista University,3,4,Private,Great Plains,Remote Town,0.6955,23,1050,2125,0.8259,0.0184,0.0518,0.0104,0.0047,0.0014,0.0094,0.0174,0.1186,39011,7412,6736,0.1828,0.4897,0.5265,0.693,0.3999,7.8,17879,24218,12500,0.970000029,0.560000002,24.87999916,53455.6,47120.5,6.380000114,96,1484,37700,36100
Buffalo State SUNY,3,4,Public,Mid-Atlantic,Large City,0.4853,0,975,9190,0.6294,0.2055,0.093,0.0217,0.0037,0.0013,0.0297,0.0133,0.0999,18088,9298,7444,0.4941,0.4594,0.4892,0.7532,0.1765,8.8,15895.5,21665.5,10750,0.899999976,0.610000014,22.25,57184.5,45557,10.48999977,335,3388,36300,34300
Butler University,3,4,Private,Great Lakes,Large City,0.661,28,1212,3998,0.8269,0.0353,0.032,0.0283,0.002,0,0.014,0.0225,0.0125,47010,12922,7980,1,0.1739,0.7386,0.911,0.0185,2,25000,26600,10975,0.980000019,0.25,20.09000015,109689.19,99069,4.820000172,46,1112,62400,50700
Cabrini College,3,4,Private,Mid-Atlantic,Large Suburb,0.7428,20,896,1286,0.7154,0.1345,0.0537,0.0124,0.0016,0.0016,0.028,0.0008,0.0451,43541,7095,7005,0.3537,0.308,0.4561,0.712,0.0501,5.5,14875,26000,6250,0.99000001,0.319999993,20.44000053,96777.59,91613,5.139999866,63,609,41700,38600
Caldwell College,3,4,Private,Mid-Atlantic,Large Suburb,0.6408,21,949,1570,0.1873,0.0497,0.0554,0.0089,0.0006,0,0,0.0433,0.1713,38223,6788,7944,1,0.4293,0.5345,0.7301,0.2186,6.8,19125,26499,11930,0.930000007,0.49000001,24.46999931,66402.37,50740,6.849999905,48,468,42800,38400
California Baptist University,3,4,Private,Far West,Large City,0.788,21,984,5797,0.448,0.084,0.3012,0.0497,0.0071,0.0098,0.0285,0.0191,0.1226,39026,8008,8355,0.4779,0.4777,0.5808,0.7683,0.2255,6.7,19500,27686.5,18750,0.970000029,0.49000001,23.86000061,75462.81,63947,9.909999847,139,905,41500,36600
California College of the Arts,3,4,Private,Far West,Large City,0.8157,0,0,1463,0.3329,0.0403,0.1367,0.1627,0.0027,0.0082,0,0.2228,0.0499,53837,16026,8347,0.1572,0.3241,0.6183,0.819,0.1751,6.7,24500,27000,13182,0.959999979,0.560000002,23.02000046,63904.48,37618,7.980000019,100,421,36700,30900
California Lutheran University,3,4,Private,Far West,Mid-size City,0.4802,24,1108,2882,0.5232,0.0427,0.2523,0.0642,0.0135,0.0087,0.0173,0.0382,0.059,48630,8149,9597,1,0.2578,0.7005,0.8477,0.1326,3.8,19500,23000,13000,0.959999979,0.360000014,21.72999954,95022.25,76461,6.489999771,59,649,48100,44300
California Maritime Academy,3,4,Public,Far West,Mid-size City,0.748,24,1080,1044,0.5785,0.0239,0.1561,0.0824,0.0038,0.0067,0.0852,0.0048,0.0354,22223,13827,8259,0.6629,0.3762,0.5871,0.8214,0.1847,5.8,21500,26000,18925,0.970000029,0.519999981,21.60000038,74171.52,60317.5,6.380000114,16,219,77100,74300
California Polytechnic State University-San Luis Obispo,3,4,Public,Far West,Small Suburb,0.3123,28,1242,18664,0.5956,0.0076,0.1489,0.1134,0.0024,0.0027,0.0672,0.0128,0.036,23867,9907,8675,0.6858,0.1975,0.6972,0.9249,0.0359,3.1,17500,19500,12000,0.920000017,0.479999989,20.39999962,86747.55,72114,7.159999847,261,3017,60000,55400
California State Polytechnic University-Pomona,3,4,Public,Far West,Large Suburb,0.5218,23,1070,20857,0.2159,0.0323,0.3722,0.2501,0.002,0.0028,0.039,0.0425,0.1186,19402,7355,9101,0.4882,0.4404,0.5237,0.8997,0.1747,3.8,15703.5,18001,11691,0.689999998,0.74000001,21.73999977,46768.74,30962,11.09000015,433,3946,48100,45000
California State University-Bakersfield,3,4,Public,Far West,Large City,0.6626,19,901,7226,0.196,0.0656,0.4979,0.065,0.0073,0.0017,0.0309,0.0255,0.0995,18061,6087,8122,0.6512,0.5843,0.3946,0.7442,0.2056,9.6,11000,16174.5,9000,0.75999999,0.790000021,24.39999962,38023.07,28069.5,16.38999939,291,1925,43800,42300
California State University-Channel Islands,3,4,Public,Far West,Mid-size Suburb,0.6443,20,954,4950,0.3804,0.0246,0.4147,0.0545,0.0038,0.002,0.0481,0.0012,0.137,22570,12026,8434,0.4741,0.3959,0.5156,0.7814,0.1954,5,12500,16000,10325,0.829999983,0.600000024,24.85000038,51655.42,32103,7.300000191,16,107,38100,35800
California State University-Chico,3,4,Public,Far West,Small City,0.7161,22,1014,15106,0.5255,0.019,0.23,0.0579,0.0061,0.0014,0.0487,0.033,0.0655,22926,6800,8370,0.5281,0.3893,0.5605,0.8665,0.1358,7.6,14889.5,16500,11596,0.870000005,0.670000017,22.29000092,58551.47,37864,9.630000114,414,3594,45900,41100
California State University-Dominguez Hills,3,4,Public,Far West,Small City,0.5747,17,845,11894,0.0931,0.1703,0.5397,0.0943,0.0019,0.0041,0.0281,0.0246,0.2794,12957,6807,8202,0.3877,0.5862,0.2935,0.7926,0.3762,11.2,14191,17201.5,12390,0.720000029,0.779999971,25.52000046,33355.93,25199.5,17.81999969,324,2641,42500,39100
California State University-East Bay,3,4,Public,Far West,Mid-size City,0.6872,19,910,12079,0.1843,0.1083,0.2546,0.2439,0.0016,0.0111,0.0572,0.0659,0.1301,20676,6978,8804,0.4163,0.4426,0.3808,0.7753,0.3269,5.8,12500,16312,11349.5,0.720000029,0.689999998,24.81999969,36865.24,22898,8.390000343,329,2361,48400,45800
California State University-Fresno,3,4,Public,Far West,Large City,0.5815,19,920,19911,0.2511,0.0404,0.4258,0.1566,0.0038,0.0025,0.0305,0.0344,0.1186,16377,6446,8027,0.5161,0.5407,0.4859,0.8323,0.1628,6.5,14500,16500,12000,0.699999988,0.800000012,22.36000061,40758.26,28781,16.06999969,537,4757,40700,38100
California State University-Fullerton,3,4,Public,Far West,Large Suburb,0.4579,22,1021,33000,0.2556,0.0222,0.375,0.2165,0.002,0.0027,0.0408,0.0445,0.1933,16663,7685,8521,0.4622,0.4061,0.5347,0.8853,0.1981,5.6,12900.5,14718,10224,0.709999979,0.689999998,22.60000038,46741.81,31500,9.409999847,795,6364,43800,40500
California State University-Long Beach,3,4,Public,Far West,Large City,0.3082,21,1012,30440,0.214,0.0399,0.3672,0.2292,0.0056,0.0042,0.0431,0.0531,0.1565,18085,7422,8671,0.5029,0.4733,0.6033,0.8876,0.1708,5.5,14494,15775,11000,0.720000029,0.709999979,22.19000053,45976.99,30725,11.93999958,680,5955,45300,42400
California State University-Los Angeles,3,4,Public,Far West,Large City,0.6752,18,871,19525,0.0812,0.0465,0.5965,0.1645,0.001,0.0029,0.016,0.0479,0.168,14747,6569,8767,0.4996,0.6447,0.3565,0.8206,0.2574,7.6,12000.5,14125,9834,0.560000002,0.829999983,24.20999908,27649.23,20015,17.51000023,591,4511,42200,39400
California State University-Monterey Bay,3,4,Public,Far West,Mid-size Suburb,0.444,21,976,5153,0.3435,0.0638,0.4036,0.0472,0.0052,0.0052,0.058,0.0126,0.0592,18479,8677,7478,0.457,0.476,0.3828,0.8122,0.1615,7.6,13750,17750,10406.5,0.839999974,0.649999976,24.19000053,56504.19,38387,9.06000042,149,1093,39300,37100
California State University-Northridge,3,4,Public,Far West,Large City,0.4624,19,918,33581,0.2575,0.0623,0.4029,0.1123,0.0017,0.0026,0.0335,0.0734,0.1618,20899,6952,8395,0.4602,0.4848,0.4575,0.782,0.1936,7.6,12500,15000,9000,0.680000007,0.769999981,22.63999939,39205.28,27373,12.93999958,968,7257,41900,38300
California State University-Sacramento,3,4,Public,Far West,Large City,0.6968,20,945,25991,0.3247,0.0591,0.2567,0.2086,0.0046,0.0093,0.0585,0.0149,0.191,19380,7281,8364,0.4894,0.505,0.4285,0.8251,0.2521,7.1,15000,17250,12000,0.75999999,0.730000019,23.13999939,43423.41,28449,10.14000034,772,5864,45200,42700
California State University-San Bernardino,3,4,Public,Far West,Mid-size City,0.5831,18,888,15887,0.1743,0.0729,0.5549,0.0632,0.0025,0.0023,0.0283,0.0555,0.1065,17030,6585,8558,0.5046,0.5799,0.4112,0.8879,0.2094,9.7,16431,18482,12500,0.75,0.779999971,24.04000092,40191.82,28986.5,13.35999966,552,3762,42300,40600
California State University-San Marcos,3,4,Public,Far West,Large Suburb,0.6251,21,966,10689,0.3525,0.0327,0.3657,0.0952,0.0045,0.0044,0.0491,0.0201,0.1745,20386,8553,8357,0.4852,0.431,0.4791,0.823,0.1888,6.4,14000,18500,12500,0.819999993,0.639999986,23.78000069,49340.92,31166,7.21999979,271,1871,43600,40500
California State University-Stanislaus,3,4,Public,Far West,Small Suburb,0.7215,19,917,7751,0.282,0.0255,0.4496,0.1133,0.0035,0.0072,0.0369,0.0204,0.1557,17161,8274,8072,0.563,0.5774,0.5198,0.8725,0.203,4.9,14000,16500,13713,0.730000019,0.75,23.64999962,43469.3,31658.5,12.94999981,254,1888,40100,38500
California University of Pennsylvania,3,4,Public,Mid-Atlantic,Small Suburb,0.9269,19,964,6393,0.774,0.0956,0.0282,0.0072,0.0011,0.0011,0.0285,0.007,0.1181,23081,6990,9416,0.6737,0.3803,0.4976,0.7981,0.1836,8,19168,25000,11500,0.959999979,0.50999999,21.72999954,66158.08,60595,8.460000038,222,2233,37600,35200
Calvin College,3,4,Private,Great Lakes,Mid-size City,0.6975,26,1183,3895,0.7504,0.0254,0.0347,0.0426,0.0033,0,0.0257,0.0986,0.0226,39013,13845,7208,0.9881,0.2326,0.7273,0.8741,0.0192,2.5,22500,26870,12500,0.980000019,0.370000005,19.65999985,97807.66,93258,5.46999979,114,1062,41100,38100
Campbell University,3,4,Private,Southeast,Fringe Town,0.6983,22,1030,4463,0.5451,0.1685,0.0614,0.022,0.0058,0.0016,0.0181,0.0166,0.2075,40323,8835,7536,0.4595,0.3689,0.4893,0.799,0.3261,6.7,17000,24623.5,10500,0.920000017,0.479999989,22.78000069,63502.94,50771,8.970000267,150,1337,51400,41000
Campbellsville University,3,4,Private,Southeast,Remote Town,0.6844,21,985,2213,0.7424,0.1329,0.0163,0.0009,0.0032,0.0009,0.0158,0.0795,0.1075,31545,5444,5692,1,0.3799,0.4377,0.6884,0.1686,16.8,12000,19500,9500,0.889999986,0.629999995,22.56999969,53677.57,45765,11.94999981,58,553,31000,29800
Canisius College,3,4,Private,Mid-Atlantic,Large City,0.7251,25,1101,2858,0.7537,0.0728,0.0346,0.0217,0.0021,0.0007,0.0168,0.0374,0.0203,42796,8788,7530,0.4733,0.3012,0.6749,0.802,0.0373,5.1,20000,25000,10800,0.970000029,0.409999996,19.70000076,82047.93,78118,7.150000095,75,1230,43500,40800
Capital University,3,4,Private,Great Lakes,Large Suburb,0.7604,24,1102,2647,0.7998,0.0873,0.0317,0.0106,0.0008,0.0004,0.0393,0.0117,0.0869,42600,9026,8743,0.4559,0.296,0.5821,0.7436,0.1582,4.9,21500,27000,10728.5,0.980000019,0.449999988,22.45000076,73395.86,64146.5,6.789999962,104,1075,42300,39800
Cardinal Stritch University,3,4,Private,Great Lakes,Large Suburb,0.8423,22,1027,2680,0.5772,0.2493,0.0765,0.0216,0.0045,0.0022,0.0201,0.025,0.0619,37563,5250,6163,0.2215,0.4377,0.4162,0.7099,0.6632,6.6,24583,27875,19355,0.980000019,0.469999999,30.53000069,58949.97,48144.5,7.980000019,93,1260,50200,45400
Carleton College,3,3,Private,Great Plains,Distant Town,0.2095,31,1406,2023,0.6584,0.0351,0.0648,0.088,0.001,0.0015,0.0445,0.085,0,58275,26533,10669,0.9173,0.1231,0.9214,0.9602,0.0029,2.3,16644,17500,10000,0.970000029,0.349999994,19.39999962,104347.16,91175.5,6.730000019,23,236,52600,42700
Carlow University,3,4,Private,Mid-Atlantic,Large City,0.9522,20,946,1496,0.5341,0.1965,0.0221,0.0094,0.0033,0,0.0261,0.0013,0.2881,35640,7197,6870,1,0.356,0.6231,0.719,0.2424,5.8,21500,27000,12500,0.980000019,0.519999981,25.06999969,57010.98,47364,8.489999771,83,707,39200,35500
Carnegie Mellon University,3,4,Private,Mid-Atlantic,Large City,0.2549,32,1432,5834,0.3877,0.0519,0.0754,0.2473,0.0005,0.0002,0.0415,0.1414,0.019,59710,24821,11055,0.9324,0.137,0.8799,0.9422,0.0166,0.9,23000,25000,14750,0.980000019,0.300000012,19.82999992,103727.25,90107.5,5.909999847,113,1139,90200,72200
Carroll College,3,3,Private,Rocky Mountains,Remote Town,0.53,24,1112,1376,0.811,0.008,0.0422,0.0124,0.0145,0.0029,0.0145,0.0109,0.0269,38575,7125,6312,0.604,0.2167,0.6738,0.8146,0.0741,1.7,21500,27000,7500,0.970000029,0.449999988,20.64999962,79554.2,68497,8.090000153,36,419,41400,37800
Carroll University,3,4,Private,Great Lakes,Small City,0.8114,24,1090,3024,0.8687,0.0106,0.0632,0.0205,0.0017,0.0013,0.0188,0.0122,0.1062,37963,5523,6653,0.4036,0.2827,0.5629,0.7598,0.1119,4,19500,27000,9500,0.970000029,0.379999995,20.93000031,80731.12,76166.5,4.03000021,80,983,40700,38300
Carson-Newman University,3,4,Private,Southeast,Small Suburb,0.6657,23,1064,1688,0.8395,0.0912,0.0142,0.0047,0.003,0.0006,0.0195,0.019,0.0326,32446,6574,5577,0.5947,0.4113,0.4954,0.6865,0.0555,10.3,15505,25500,8652,0.920000017,0.569999993,20.92000008,61406.98,52873,9.649999619,71,657,36300,32900
Carthage College,3,4,Private,Great Lakes,Mid-size Suburb,0.7018,24,1105,2874,0.7603,0.0473,0.0414,0.0118,0.0031,0.001,0.0167,0,0.103,44910,9002,7638,1,0.2774,0.6501,0.7841,0.1189,7.7,20750,27000,11000,0.980000019,0.340000004,21.07999992,95747.7,89579,4.489999771,61,856,43400,40700
Case Western Reserve University,3,4,Private,Great Lakes,Large City,0.4188,31,1377,4551,0.5364,0.047,0.051,0.1868,0.0013,0.0002,0.0363,0.0824,0.011,55783,31974,10272,0.8044,0.2004,0.8012,0.9424,0.0191,1.3,22500,25000,14250,0.99000001,0.25999999,21.94000053,72928.28,57740,6.449999809,102,1143,74300,61800
Castleton State College,3,4,Public,New England,Distant Town,0.9205,20,954,2022,0.8521,0.0129,0.0203,0.0089,0.0059,0,0.0124,0.0114,0.0846,20799,7411,6175,1,0.3476,0.5149,0.7447,0.0938,7.9,18625,25596,8250,0.980000019,0.439999998,21.05999947,76421.19,69241,5.96999979,57,816,33300,31200
Catawba College,3,4,Private,Southeast,Mid-size Suburb,0.4058,0,985,1273,0.696,0.2113,0.0291,0.0118,0.0094,0,0.0149,0.0267,0.0503,37818,7026,6342,1,0.4301,0.5263,0.7,0.1926,12,16500,22780,9277.5,0.970000029,0.49000001,23.04999924,74358.57,61774,7.239999771,63,552,37000,34400
Catholic University of America,3,4,Private,Mid-Atlantic,Large City,0.6007,25,1118,3641,0.6311,0.0549,0.1052,0.0313,0.0016,0.0011,0.0313,0.0481,0.0536,54023,15799,9565,0.4848,0.1232,0.6852,0.8261,0.094,2.6,22000,26000,9500,0.980000019,0.239999995,21.21999931,120106.07,106352,5.400000095,71,808,51100,48900
